movieId,title,year,genres,plot
254,Jefferson in Paris,1995,Drama,"Set in the period between 1784 and 1789, the film portrays Jefferson as an ambassador at Versailles prior to the French Revolution. French liberals and intellectuals hope he will lead them away from the corruption of the court of King Louis XVI and Marie-Antoinette and toward a more democratic form of government. Although deploring the poverty of the common people, he embraces the riches of French culture and civilization. It is his first time abroad, and he takes advantage of the opportunity to extend his knowledge of liberal arts and science while absorbing the refinements France has to offer. A lonely widower, Jefferson develops a close friendship with beautiful Anglo-Italian painter and musician Maria Cosway. Although she becomes increasingly devoted to him, his attachments to the memory of his wife, to whom he promised never to marry again, and to his two daughters, especially the elder, possessive Patsy, prevent him from fully committing to the relationship. At the same time, he succumbs to his attraction to his younger daughter Polly's nurse Sally Hemings, his wife's half-sister sired by her father with one of his mulatto slaves. Sally's brother James is in Paris as well, learning to prepare French cuisine for Monticello. When George Washington offers Jefferson the post of Secretary of State, he accepts and prepares to sail home with his family. But James, having enjoyed his freedom in Paris, is not willing to return to the United States and urges Sally to remain with him. It is only when Jefferson promises he will give James and Sally - who is pregnant with Jefferson's child - their freedom that they consent to leave with him."
255,"Jerky Boys, The",1995,Comedy,"In the desert wilderness of 1930s Manchuria, The Bad  - a bandit and hitman - is hired to acquire a treasure map from a Japanese official traveling by train. Before he can get it however, The Weird  - a thief  - steals the map and is caught up in The Bad's derailment of the train. This involves the slaughter of the Japanese and Manchurian guards, and various civilians. The Good  - an eagle-eyed bounty hunter - appears on the scene to claim the bounty on The Bad. Meanwhile The Weird escapes, eluding his Good and Bad pursuers. A third force - a group of Manchurian bandits - also want the map to sell to the Ghost Market. The Weird hopes to uncover the map's secrets and recover what he believes is gold and riches buried by the Qing Dynasty just before the collapse of their government. As the story continues, an escalating battle for the map occurs, with bounties placed on heads and the Imperial Japanese Army racing to reclaim its map as it can apparently ""save the Japanese Empire"". After a series of graphic shoot-outs and chases, a final battle erupts in which the Japanese army, Manchurian bandits, The Good, The Bad and his gang are chasing The Weird all at once. The Japanese army kills most of the bandits. The Good kills many Japanese soldiers and sets off an explosion that drives them away. The Bad's gang is slowly killed off and he kills those that attempt to leave the chase. Only the Bad, the Weird and the Good make it to the ""treasure"". However, they find that it is nothing more than a boarded-over hole in the desert. The Bad recognizes The Weird as the ""Finger Chopper"" - a criminal that cut off his finger in a knife fight five years ago - and the man that the Good had thought the Bad to be. Turning on each other in a final act of vengeance for the slights they suffered, they finally gun each other down after a prolonged Mexican standoff. The three lay in the sand, dying and alone, as the ""useless hole"" they had fought and died for suddenly and belatedly erupts with a geyser of crude oil. The Good does survive along with the Weird. With a newly raised bounty on the Weird, a new chase begins as he flees across the Manchurian desert."
256,Junior,1994,Comedy|Sci-Fi,"Gynecologist Dr. Alex Hesse  has a nightmare about urinating infants in a library. In the real world, he and his colleague Dr. Larry Arbogast  have invented a fertility drug, ""Expectane"", that is supposed to reduce the chances of a woman's body rejecting an embryo and thus prevent a miscarriage. Unfortunately, they are not allowed to test it on women since the Food and Drug Administration has not yet approved the drug; so Hesse and Arbogast move forward in their research. In response, Hesse breaks into the laboratory and locks himself in. The head of the review board, Noah Banes, informs Arbogast that while the FDA has denied their team the right of human experimentation, the team has managed to receive a donation by Dr. Diana Reddin  from the ovum cryogenics department. When Hesse questions the chances of a woman taking an unapproved drug during pregnancy, Arbogast reveals that there is no need to identify the gender of the experiment and convinces Hesse to impregnate himself, using an ovum codenamed ""Junior"". That night, Hesse has another nightmare in which his potential offspring has his own face pasted onto it. That day, he complains to Arbogast that his nipples are hurting him. Later, the normally aloof Hesse inexplicably lightens up and chats incessantly about walks, massages, and naps. Reddin tells Hesse that being a woman is not as great as it sounds, citing the menstrual cycles which do not stop until menopause, while Arbogast warns Hesse of a disease that is turning men into strudels. Meanwhile, Arbogast's pregnant ex-wife wants him to be the doctor delivering her baby. Hesse begins to wonder what it would be like to be a father and watches some television commercials to have himself a good sobbing. He later begins overeating, with Arbogast's ex-wife noting his practice of ""mixing cuisines"". It is revealed that the ""Junior"" ovum is actually from Reddin's own body, making her the mother of Hesse's child. Banes wants to take credit for the experiment despite having no role in it. Arbogast disguises Hesse as a woman and hides him in a retreat for expecting mothers outside the city, passing off his masculine appearance as past anabolic steroid use. Eventually, Hesse goes into labor  and gives birth via caesarean section to a baby girl naming her Junior. Arbogast delivers his ex-wife's child and the two reconcile to raise their new son as their own. Before the credits, it shows the two families on a beach on vacation celebrating the birthdays of Junior and Jake , we discover that Reddin is pregnant and when the credits are rolling, they are all playing in the sea."
257,Just Cause,1995,Mystery|Thriller,"Paul Armstrong , a liberal Harvard professor opposed to capital punishment, is persuaded to go to Florida, to investigate the conviction of Bobby Earl Ferguson  for murder. Ferguson, a former Cornell University student, is a highly intelligent, charming, and articulate black man who was convicted of raping and murdering a young white girl. Armstrong must save him from being placed in the electric chair. Ferguson tells Armstrong that he was tortured by a racist police detective to get a confession. As Armstrong digs deeper into the case, he discovers that Tanny Brown , the chief detective on the case, did indeed coerce Ferguson's confession. The plot thickens when Ferguson tells the professor that the murder was actually committed by Blair Sullivan , a serial killer awaiting execution, who later reveals the location of the weapon used to kill the girl. When Armstrong discovers the weapon, Brown tries to threaten him into abandoning the investigation.  Ferguson gets a re-trial and is freed from prison. Armstrong then receives a call from Sullivan, who asks him to visit his parents. Armstrong is shocked to find the butchered bodies of Sullivan's parents, and returns demanding an explanation. Sullivan gloats that he and Ferguson struck a deal: Ferguson would kill Sullivan's parents in exchange for freedom, while Sullivan would claim responsibility for the girl's murder. It turns out that Ferguson committed the crime for which he was imprisoned, and used Armstrong to release him from death row. Armstrong and Brown go after Ferguson, who desires revenge on Armstrong's wife ; she was the prosecutor in a previous rape trial which, while thrown out of court, resulted in him being brutalized and castrated in jail, as well as being kicked out of Cornell, robbing him of any chance of a future. Ferguson plans to murder Armstrong's wife and daughter  and then feed them to alligators, but Armstrong and Brown come to the rescue. They kill Ferguson and save Armstrong's family."
258,"Kid in King Arthur's Court, A",1995,Adventure|Children|Comedy|Fantasy|Romance,"Calvin Fuller is a nerdy young adolescent living in Reseda, California. The gangly, unsure youth is first seen at a baseball game, standing at bat for his team, the Knights, ready for yet another strike out. Suddenly an earthquake hits; as the others run for safety, the ground opens up under Calvin's shoes and he falls through the chasm. Eventually he lands on the head of a 6th-century black knight. Upon hearing of his miraculous appearance, the elderly King Arthur, seeing him as the savior whose appearance Merlin has predicted, dubs the boy Calvin of Reseda and invites him to dine with the court. Calvin begins his knight training to help Arthur retain his crown. When the earthquake hit, Calvin had just grabbed his knapsack, a fact that enables him to wow the Arthurians with his futuristic ""magic"", including an introduction to rock and roll via CD player, and a Swiss Army knife. The young wizard also shows them how to make inline rollerskates. His work wins him adulation and renown; but it also rouses the jealousy of Lord Belasco, who will use any means to take over the throne. Meanwhile, Calvin finds himself falling in love with young Princess Katey. After he helps Arthur keep the crown, he is returned to the 20th century just before the moment when he struck out, and he steps up to the plate: this time, he is ready and hits a home run. He is greeted by his teammates - including a girl who looks like Katey - and is looked on by spectator who looks like Arthur, who is whittling a piece of wood with a pocketknife - the same knife Calvin gave to King Arthur."
259,Kiss of Death,1995,Crime|Drama|Thriller,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown. Jimmy's wife is killed in a car accident and his cousin Ronnie is beaten to death by Little Junior. With Jimmy still refusing to testify or ""name names,"" years pass in Sing Sing without an early release. By the time Jimmy finally agrees to work with District Attorney Frank Zioli, his daughter barely knows him. Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences."
260,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,"The film begins with an opening crawl explaining that the galaxy is in a state of civil war and that spies for the Rebel Alliance have stolen plans to the Galactic Empire's Death Star, a heavily armed and armored space station capable of annihilating an entire planet. Rebel leader Princess Leia  is in possession of the plans, but her ship is captured by Imperial forces under the command of the evil lord Darth Vader . Before she is captured, Leia hides the plans in the memory of an astromech droid called R2-D2 , along with a holographic recording. The small droid flees to the surface of the desert planet Tatooine with fellow protocol droid C-3PO . The droids are quickly captured by Jawa traders, who sell the pair to moisture farmers Owen and Beru Lars ([[Phil Brown  and their nephew, Luke Skywalker . While Luke is cleaning R2-D2, he accidentally triggers part of Leia's message, in which she requests help from Obi-Wan Kenobi. The only ""Kenobi"" Luke knows of is an old hermit named Ben Kenobi  who lives in the nearby hills. The next morning, upon finding R2-D2 after he escapes to seek Obi-Wan, Luke meets Ben Kenobi, revealing himself to be Obi-Wan. Obi-Wan tells Luke of his days as a Jedi Knight, one of a faction of former galactic peacekeepers who were wiped out by the Empire. Contrary to his uncle's statements, Luke learns that his father Anakin Skywalker fought alongside Obi-Wan as a Jedi Knight before he was betrayed and killed by Vader, Obi-Wan's former pupil who turned to the ""dark side of the Force"", and gives Luke his father's lightsaber. Obi-Wan views Leia's complete message in which she begs Obi-Wan to take the Death Star plans to her home planet of Alderaan for her father to retrieve and analyze. He then asks Luke to accompany him and learn the ways of the Force. Luke initially refuses, but changes his mind after discovering that Imperial stormtroopers have destroyed his home and killed his aunt and uncle in search of C-3PO and R2-D2. Obi-Wan and Luke hire smuggler Han Solo  and his Wookiee first mate Chewbacca ([[Peter Mayhew  to transport them on their ship, the Millennium Falcon. Upon the Falcon{{'}}s arrival at Alderaan, they find that the planet has been destroyed under the orders of the Death Star's commanding officer Grand Moff Tarkin  to demonstrate the Death Star's power. The Falcon is caught by the nearby Death Star's tractor beam and brought into its hangar bay. While Obi-Wan goes off to disable the tractor beam, Luke discovers that Leia is imprisoned on board and, with the help of Han and Chewbacca, rescues her. After several harrowing escapes, they make their way back to the Falcon, but Obi-Wan sacrifices himself in a lightsaber duel with Vader. The Falcon escapes the Death Star but the Empire has placed a tracking device on the ship to follow them to the rebels' hidden base on Yavin IV. The rebels analyze the Death Star plans, disclosing a vulnerable exhaust port leading to the station's main reactor. Luke joins the assault team, but Han collects his reward for the rescue and plans to leave despite Luke asking him to stay. The rebels suffer heavy losses after several failed attack runs, leaving Luke one of the few surviving pilots. Vader and a group of TIE fighters are about to destroy Luke's ship, but Han Solo returns at the last moment and destroys the TIE Fighters and the blast sends Vader spiraling away. Then Luke successfully destroys the Death Star seconds before it can fire on the rebel base. Luke and Han are subsequently awarded medals by Leia for their heroism."
261,Little Women,1994,Drama,"The film focuses on the March sisters - beautiful Meg , tempestuous Jo , tender Beth , and romantic Amy  - growing up in Concord, Massachusetts during and after the American Civil War. With their father away fighting in the war, the girls struggle with major and minor problems under the guidance of their strong-willed mother, affectionately called Marmee . As a means of escaping some of their problems, the sisters revel in performing in romantic plays written by Jo in their attic theater. Living next door to the family is wealthy Mr. Laurence ([[John Neville , whose grandson Theodore, nicknamed ""Laurie"" , moves in with him and becomes a close friend of the March family. Mr. Laurence becomes a mentor for Beth, whose exquisite piano-playing reminds him of his deceased daughter, and Meg falls in love with Laurie's tutor John Brooke . Mr. March is wounded in the war and Marmee is called away to nurse him. While Marmee is away, Beth contracts scarlet fever from a neighbor's infant. Awaiting Marmee's return, Meg and Jo send Amy away to live with their Aunt March. Prior to Beth's illness, Jo had been Aunt March's companion for several years, and while she was unhappy with her position she tolerated it in the hope her aunt one day would take her to Europe. Amy thrives as Aunt March's new companion. Mr. March returns home just prior to Christmas. Four years pass; Meg and John Brooke marry, and Beth's health is deteriorating steadily. Laurie graduates from college and proposes to Jo and asks her to go to London with him, but realizing she thinks of him more as a big brother than a romantic prospect, she refuses his offer. Jo later deals with the added disappointment that Aunt March has decided to take Amy, who is now sixteen , with her to Europe instead of her. Crushed, Jo departs for New York City to pursue her dream of writing and experiencing life. There she meets Friedrich Bhaer , a German professor who challenges and stimulates her intellectually, introduces her to opera and philosophy, and encourages her to write better stories than the lurid Victorian melodramas she has penned so far. In Europe, Amy reunites with her old childhood friend Laurie. Finding he has become dissolute and irresponsible, she censures him and refuses to have anything more to do with him until he mends his ways. Laurie decides to go to London to work for his grandfather and make himself worthy of Amy. Jo is summoned home to see Beth, who finally dies of the lingering effects of the scarlet fever that have plagued her for the past four years. Grieving for her sister, Jo retreats to the comfort of the attic and begins to write her life story. Upon its completion, she sends it to Professor Bhaer. Meanwhile, Meg gives birth to twins Demi and Daisy. A letter from Amy informs the family Aunt March is too ill to travel, so Amy must remain in Europe with her. In London, Laurie receives a letter from Jo in which she informs him of Beth's death and mentions Amy is in Vevey, unable to come home. Laurie immediately travels to be at Amy's side. The two eventually return to the March home as husband and wife. Aunt March dies and she leaves Jo her house, which she decides to convert into a school. Professor Bhaer arrives with the printed galley proofs of her manuscript and announces he is departing for the West, where he has found a position as a teacher. When he discovers it was Amy and not Jo who wed Laurie, he proposes marriage and Jo accepts."
262,"Little Princess, A",1995,Children|Drama,"Sara Crewe loves her childhood home in India, but she has to leave it when her beloved father enlists to fight for the British in World War I. He enrolls her at Miss Minchin's Seminary for Girls in New York, the same school Sara's late mother attended, and spares no expense to make sure his daughter will be comfortable while he is gone. Sara quickly becomes popular and well-liked by the other students, whose boring, mundane lives are made exciting by the wonderful stories from ""The Ramayana"" that Sara tells. The school's spoiled bully, Lavinia, becomes angry over Sara's increasing popularity. She often clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth. Sara attempts to befriend the school's African-American servant girl, Becky, but is told to avoid her. Minchin throws Sara a lavish birthday party in order to extract more money from her father, but when word comes that her father was killed in battle and his estate has been seized by the British government, she forces Sara to become a servant. Minchin also confiscates all of Sara's possessions, including ""The Ramayana"", her favorite doll, Emily, given to her by her father before the war and a locket her father gave her. Sara's belief that ""every girl is a princess"" is put to the limit and she stops telling stories. Her friendship with Becky grows and her other school friends sneak up to the attic to see her. Feeling sorry for her, Sara's friends decide to surprise her by stealing her book, her doll and her locket. Touched by this, Sara continues ""The Ramayana"". Meanwhile, in the mansion next door, a rich old man named Charles Randolph has recently received word that his son, John, also fighting in WWI, is MIA, resulting in his being relegated to a wheelchair. He is cared for by an Indian immigrant named Ram Dass who had traveled to America on the same ship as the Crewes. Ram Dass keeps an eye on Sara, knowing that she is a kindhearted girl. Mr. Randolph is called to a military hospital hoping an unidentified soldier suffering from blindess and amnesia due to exposure to poison gas is his son. However, the man is not. Ram Dass convinces Mr. Randolph to take the injured soldier in anyway, reminding him that the soldier may know what happened to John. One evening, as Sara tells the girls a frightening tale of Ravana, the girls scream in terror and Minchin finds them. She punishes Sara and Becky by denying them any food the next day. To stay full, Sara suggests that they eat a feast that night. The two girls then pretend to have a banquet in the room as Ram Dass watches. The next morning, they wake up to find that the room has turned into a palace-like bedroom, with the same food they dreamed of eating the night before, courtesy of Ram Dass. Minchin enters the room later that day and accuses them of stealing everything. She turns them in to the police and the girls decide that Sara must try to escape. Using a plank as a bridge, Sara narrowly crosses from the school to Randolph's house. The police arrive and enter the house to find her, and to arrest Becky as well. In Randolph's house, Sara meets the soldier and realizes that he is her father. He is unable to remember her however, even though she tries to remind him. Minchin tells the police that Sara has no family, though she clearly recognizes Sara's father. Just as she is being taken away by the police, however, Ram Dass helps Captain Crewe to regain his memory and rescue her. The film ends with Sara, her father, whose assets and fortune have been restored by the British government, and Becky all leaving for India together. Sara says goodbye to all of the girls and leaves them Emily as a present. Even the bullying Lavinia overcomes her jealousy and parts with Sara on good terms. Mr. Randolph learns of how Sara's father attempted to save his son's life in the trenches during the gas attack, and becomes the school's new headmaster. Meanwhile, Minchin looks on, defeated and miserable, having been reduced to a chimney sweep, working for a boy she previously mistreated."
263,Ladybird Ladybird,1994,Drama,"{{Plot}} The film opens in a karaoke bar with people singing to different levels of ability. The camera then focuses on Maggie, the female lead character. She impresses the audience with a beautiful and emotive rendition of 'The Rose.' A man then tells Maggie that her voice is beautiful. He seems eager to engage her in a conversation. Maggie agrees to have one drink with him. He reveals that his name is Jorge and he says that he is from 'far away.' He observes that Maggie's song sounded sad and offers to help her. Maggie is doubtful that Jorge would be able to help. She reveals that she has four children, but Social Services has them. Jorge attempts to flatter her by telling her that she 'must have been a pretty girl.' Through a flashback, the audience learns the horrendous abuse to which Maggie's mother was subject at the hands of her father. Maggie is very worried about her children and wants to get them back. She has four children from four different fathers. Maggie leaves the bar with her friends. Jorge realises that Maggie has left her wallet behind and he chases after her. He sees her board a London Night Bus, which he chases and then stops the bus by running in front of it. Thankfully, the driver is able to stop in time and in the next shot, Jorge and Maggie learn more about one another at a restaurant. Jorge then recites a poem, which Maggie thinks is lovely. Jorge and Maggie arrive at Jorge's place, after running to his place under an umbrella as it is raining heavily. Maggie tells him that she will have only one coffee and then leave. Maggie expresses curiosity at the photographs which Jorge has displayed throughout his flat. Maggie explains that she used to have a fellow who 'chatted her up' at the supermarket. A flash-back reveals how they met. The audience learns that he was extremely abusive towards her. He screams at her and punches her for being two hours late. Her children witness the scene with horror. Maggie was in the hospital for two or three days as a result of the incident. Maggie then attends a woman's refuge with all of her children. She attempts to be optimistic by saying that she thought that the refuge was going to be terrible. Jorge and Maggie share a kiss, then Maggie pulls away and says that she should not be there. Maggie then beats her head on a door, bursts into tears and asks to be left alone. Jorge tells her that he thinks that she is in too much pain. A very emotional Maggie states emphatically that she wants her children back. The next shot flashes back to when Maggie is singing at the karaoke bar and the barman receives a telephone call.The barman tells Maggie that there is trouble at her home and that she had 'better get back quick.' There has been a fire at the refuge and a hysterical Maggie wants to know what happened to her children. The police take her to the hospital. One of the children, Shaun, has been badly burned and when she sees him, she can barely speak as she is so shocked by the extent of his injuries. She is then interviewed by the police, who take a dim view of her actions and question her about to whom she gave the keys. She says that she knows that she should not have left her children alone. She explains that she was not locking the kids in, but keeping the other kids out of the room. Maggie then visits the home were Shaun is being fostered temporarily. She expresses her concern over the drawings that Shaun has created, which depict raging fires in which Shaun is trapped in the middle. Shaun is happy to see his mum and Maggie tells him how much she has missed him. She attempts to care for Shaun's wounds, but becomes upset when Shaun cries out in pain. In the next scene, Jorge comforts Maggie. They kiss and cuddle in bed. The next shot shows what transpired after Maggie's visit with Shaun and his carer. During a meeting between Maggie and social services, she accuses them of trying to turn her son against her. She tells them to leave her alone and to give her son back to her. She is told by social services that if Maggie does not co-operate, then all of her children will be taken into Foster care. With her three children in tow, Maggie returns to her home, where she sees Simon  who tells her that he has missed her. The next day, Maggie and Simon leave in a van. A Social Services worker sees this and warns Maggie that she could lose all of her children forever. Simon tells the worker that they are only going shopping. Maggie and Simon then get into an argument. Simon stops the van and grabs her around the throat. He throws her on the ground and then she sobs helplessly. The next shot returns to Jorge and Maggie. She tells Jorge that that is the last time that she ever saw her children. Jorge is convinced that she will get her children back. He offers Maggie cake and coffee, which she accepts. Jorge tells Maggie about his family, some of whom have been killed. He reveals that if he returns to his country, it is likely that he will be killed as well. One of the pictures that Jorge has in his flat is of Jorge and his wife. Maggie is surprised at this. Jorge says that, 'You have to love something, otherwise you will be empty.' He wants himself and Maggie to be close because they understand one another. Maggie attends court and her barrister feels that Maggie is competent to take care of the children. The hearing does not go in Maggie's favour. They go back to Jorge's place and he speaks kindly to her and encourages her to eat. He then reveals that his visa expired that week and if he stays, he will be an illegal immigrant. Jorge tells Maggie that he loves her and wants to help her. Maggie feels that love is for fairy tales and that she is 'not worth it.' Maggie becomes pregnant with Jorge's baby. They attend an ultrasound together. After coming back from the doctor, Jorge tries to help a neighbour by giving her dog back. The neighbour is less than grateful. She is rude and tells Jorge to go away. Maggie describes their new place as being a palace and 'big enough for a family.' Jorge gets a job at a fast food place, Southern Chicken. When he reveals that he does not have any papers, it is agreed that he will be paid £2/ hour. When Jorge comes home, Maggie is upset because Shaun has appeared in the classified section of the newspaper. The article states that they are searching for adoptive parents for him. An ugly scene then transpires between Jorge and the neighbour who was mean to him on a previous occasion. The neighbour dumps a bucket of water on the local children. Jorge retaliates by dousing her with a garden hose. That night, Maggie smokes in bed. Jorge is worried that she will set the bed on fire and/or harm the baby. Maggie then goes into labour. Jorge is by her side and provides an outstanding level of support. She gives birth to a girl. A health worker attempts to contact Maggie to see the baby. Maggie states that she is 'coping fine.' Maggie responds with hostility to the worker's onslaught of questions. After the worker leaves, Maggie checks on Jorge, who was hiding in the cupboard throughout the duration of Maggie's 'interrogation' by the health worker. Maggie then observes her rude neighbour speaking to someone outside her flat. Police officers and a social worker enter Maggie's flat and say that they have an order to remove the baby. Maggie thinks that a mistake has been made. Maggie is beyond distraught and the police attempt to remedy this situation by telling her to calm down. Maggie's friends notify Jorge, who leaves work immediately upon hearing the news. A social worker visits Maggie and Jorge who ask questions about their relationship. Maggie eventually blows up at her as she finds the questions tiresome and feels that she is not being helped. Jorge attempts to pacify Maggie. She then reveals that her father sexually abused her, and social services did little to assist her. At a court hearing, Maggie's vindictive neighbour Pamela gives evidence that Maggie and Jorge's relationship is a violent one. Maggie becomes angry and the Judge states that her behaviour will not be tolerated in the court. When Jorge is cross-examined in the witness box, he says that his home country is Paraguay and he cannot go back there. When the question is put to him of whether or not he has a wife in Paraguay, he states that he does not know. Upon leaving the courtroom, he is served with a notice of Intention to Initiate Deportation Proceedings. The Judge then gives his judgement when Maggie and Jorge return to court. The Judge feels that the evidence suggests that the mother is of low intellect and that Maggie has put her children at risk of violence. He is also critical of her because she refuses to seek help from others. He has no confidence that she will ever change. His judgement is that the children are to be fostered with a view to being adopted and cannot be contacted by either one of the Defendants. Jorge then returns home. He shows his passport to Maggie and tells her that the Judge defined him as 'a man of good character' and he will not be deported. Maggie questions him as to why he wants to stay. She feels that Jorge will want to leave at some point and he might as well leave now as opposed to later. Maggie hurls objects at him and screams for him to get out of the flat. It is then revealed that Maggie is pregnant once again and she is desperate for herself and Jorge to have a family. Once again, Maggie has her baby and Jorge is at her side providing support. Maggie is reluctant to push because she wants the baby to stay with her. She has a little girl. In the next heart-wrenching scene, Maggie cuddles her baby girl. Jorge reveals that people from the Social Service would like to talk to them. A nurse takes the baby saying that she wants to check its temperature. Social Services attend the hospital room and they reveal that they will have to take the baby. A horrible scene ensues whereby Maggie becomes violently hysterical as her newborn baby is taken away from her. She is held down by Jorge and the police whilst a doctor sedates her. Domestic relations between Jorge and Maggie suffer as Maggie takes out her frustrations on him. She feels that he should have been more proactive in stopping the Social Services officers from taking their baby, and is particularly angry that he helped hold her down. Enraged, she yells: 'No wonder your wife left you!' revealing how frustrated she is with his level of compliance, and proceeds to attack him. Jorge states that he just wants to die because he has been robbed of his two daughters. Jorge and Maggie then touch hands, each realising how hopeless and tragic their situation is. The following information is conveyed on the screen: 'Maggie and Jorge have had three more children whom they have been allowed to keep. They have been given no access to their first two daughters. Maggie says that she thinks every day of all her lost children.'"
265,Like Water for Chocolate (Como agua para chocolate),1992,Drama|Fantasy|Romance,"{{plot}} The film opens in 1974, as a young girl, Dahlia, stands outside after school in the rain, waiting for her mother. Flash forward to 2005, we see a grown-up Dahlia  in the midst of a bitter mediation with ex-husband, Kyle , over custody of their daughter, Cecilia . Kyle wants Cecilia to live closer to his apartment in Jersey City, but Dahlia wants to move to Roosevelt Island, where she has found a good school. Kyle threatens to sue for full custody because he feels the distance is too great. He also claims that Dahlia is ""mentally unstable."" Dahlia and Cecilia see an apartment in a complex on Roosevelt Island, which is just a few blocks from Cecilia's new school. The superintendent of the dilapidated building is Mr. Veeck . The manager is Mr. Murray . During the tour, Cecilia sneaks to the roof where she finds a Hello Kitty backpack near a large water tank. They leave the bag with Veeck, and Murray promises Cecilia that she can have it if no one claims it. Cecilia, who had disliked the apartment, now wants desperately to live there. Dahlia agrees to move in. Shortly after, the bedroom ceiling begins to leak dark water. The source is the apartment above, 10F, where the Rimsky family lived up until a month ago. Dahlia enters 10F and finds it flooded, with dark water flowing from every faucet, the walls and toilet. She finds a family portrait of the former tenants—a mother, father, and a girl Cecilia's age. Dahlia complains to both Veeck and Murray about the water, but the former does little about it despite the insistence of the latter. Dahlia soon has dreams of a little girl who appears to be Cecilia returning from a visit to her father's home, but the girl's appearance changes every time Dahlia looks away, so that she looks like the girl in the portrait in 10F. Cecilia has started school, but according to her new teacher , she isn't fitting in and is spending too much time with an imaginary friend, named Natasha. A psychologist is recommended, but Dahlia declines and tells Cecilia to ignore Natasha. Although Veeck had said it was claimed, Dahlia discovers the Hello Kitty backpack in the laundry room's garbage. Cecilia later finds it in the elevator. The name in the backpack reads ""Natasha Rimsky"". The ceiling, shoddily patched by Veeck, leaks again. At school, Cecilia appears to get into a fight with Natasha, who appears to control her hand while painting. She's taken to the girls' bathroom where she passes out after dark water gushes from the toilets and sinks. Dahlia, who is meeting with her lawyer, can't be reached, so Kyle picks her up and takes her to his apartment. Dahlia breaks down when she can't find her daughter and has strange dreams. These lead her to the roof and up the ladder of the water tank, where she finds Natasha's body. When police arrive, they discover that Natasha's father thought she was with her mother, while the mother thought the girl was with her father. The girl was left alone in the abandoned apartment and fell into the water tank, which Veeck had left open. He was aware of her body, which was why he refused to fix the water problem plaguing the complex. Veeck is arrested and Murray is questioned. Dahlia agrees to move closer to Kyle so shared custody will go easier. As Dahlia packs, Cecilia is taking a bath. A girl in a hooded bathrobe comes out of the bathroom, wanting Dahlia to read to her. When she hears voices in the bathroom, she realizes that the girl is Natasha. Natasha begs Dahlia not to leave her, but Dahlia rushes into the bathroom to save Cecilia. Natasha then locks Cecilia in the shower compartment and holds her underwater. Dahlia pleads with Natasha, promising to be her mother forever. Natasha lets Cecilia go and floods the apartment, causing Dahlia to die from drowning. Her and Natasha's spirits are shown walking down the hallway. Kyle picks up Cecilia from the police station. Weeks later, the two go back to pick up the rest of her stuff. Cecilia has a flashback of her and her mother looking at pictures together, and in the elevator, her mother's ghost braids her hair and comforts her—telling her she will always be there. Kyle, momentarily horrified with a malfunction in the elevator, the weird behavior of his daughter, and perhaps noticing her hair had been braided, finally takes her to his apartment in Jersey City."
