movieId,imdbId,tmdbId
334,111590,32636.0
335,114788,36141.0
336,114888,95963.0
337,108550,1587.0
338,114857,9271.0
339,114924,2064.0
340,111667,19855.0
341,109655,60855.0
342,110598,236.0
343,112435,48287.0
344,109040,3049.0
345,109045,2759.0
346,106339,12635.0
347,104779,10497.0
348,109348,11382.0
349,109444,9331.0
350,109446,10731.0
351,109484,10464.0
352,109504,34152.0
353,109506,9495.0
354,109450,29973.0
355,109813,888.0
356,109830,13.0
357,109831,712.0
358,113305,16295.0
359,110091,48992.0
360,110093,10879.0
361,110167,10660.0
362,110213,10714.0
363,107472,41647.0
364,110357,8587.0
365,107426,1689.0
366,111686,11596.0
367,110475,854.0
368,110478,9359.0
369,110588,23333.0
370,110622,36593.0
371,110771,12280.0
372,110950,2788.0
373,105226,10427.0
374,110989,11011.0
376,110997,8987.0
377,111257,1637.0
378,111256,15128.0
379,111438,8831.0
380,111503,36955.0
381,111693,10449.0
382,111742,10395.0
383,111756,12160.0
384,112443,40480.0
385,110455,52038.0
386,111048,29444.0
387,110399,26352.0
388,112570,39953.0
389,109454,41580.0
390,59170,315.0
391,110186,22067.0
393,111301,11667.0
405,110027,8011.0
406,109785,171857.0
407,113409,2654.0
408,109021,18069.0
409,109035,19092.0
410,106220,2758.0
412,106226,10436.0
413,109068,13595.0
414,109067,46094.0
415,106292,9409.0
416,109198,11853.0
417,109219,16771.0
418,106379,46924.0
419,106400,11041.0
420,109254,306.0
421,109279,14522.0
422,109297,26203.0
423,109303,178.0
424,109305,19819.0
425,109306,57834.0
426,106452,4722.0
427,106471,18215.0
428,106489,1607.0
429,109361,26391.0
430,106505,117553.0
431,106519,6075.0
432,109439,11310.0
433,109443,18658.0
434,106582,9350.0
435,106598,9612.0
436,109456,2124.0
437,109480,26261.0
438,109493,19176.0
440,106673,11566.0
441,106677,9571.0
442,106697,9739.0
444,106834,34444.0
445,106873,26141.0
446,106332,10997.0
448,106881,10443.0
449,106880,20239.0
450,111732,16297.0
451,106926,18551.0
452,111712,25440.0
453,106941,9024.0
454,106918,37233.0
455,106965,1634.0
456,109842,13815.0
457,106977,5503.0
458,107004,35588.0
459,109890,2087.0
460,109891,41579.0
461,109913,18620.0
464,107076,2019.0
466,107144,9255.0
467,113674,26271.0
468,112966,10612.0
469,107151,2259.0
470,110064,16097.0
471,110074,11934.0
472,110097,106143.0
473,110123,12475.0
474,107206,9386.0
475,107207,7984.0
476,110137,59930.0
477,108551,15765.0
478,110197,31643.0
479,107286,6.0
480,107290,329.0
481,107302,10909.0
482,110265,507.0
484,110305,29918.0
485,107362,9593.0
486,107413,42580.0
487,110353,22317.0
488,107468,1413.0
489,107478,12121.0
490,107497,2246.0
491,107501,10502.0
492,107507,10440.0
493,107554,9516.0
494,116253,2320.0
495,74102,5879.0
496,111689,83718.0
497,107616,11971.0
499,107613,31911.0
500,107614,788.0
501,107653,21450.0
502,110657,11231.0
504,110678,10447.0
505,110687,31586.0
506,107756,9300.0
507,107808,9559.0
508,107818,9800.0
509,107822,713.0
510,107840,8291.0
511,107889,18133.0
512,111003,25557.0
513,110939,22588.0
514,110955,10872.0
515,107943,1245.0
516,110971,11858.0
517,107969,7007.0
518,111001,10467.0
519,107978,5550.0
520,107977,8005.0
521,107983,2088.0
522,105275,10412.0
523,108000,47889.0
524,108002,14534.0
526,105032,41878.0
527,108052,424.0
528,111094,35233.0
529,108065,14291.0
531,108071,11236.0
532,111127,11592.0
533,111143,8850.0
534,108101,10445.0
535,108122,695.0
536,111194,43535.0
537,111201,12519.0
538,108149,23210.0
539,108160,858.0
540,108162,867.0
541,83658,78.0
542,108186,13203.0
543,108174,10442.0
544,108238,11074.0
546,108255,9607.0
547,111323,17585.0
548,111400,9057.0
549,108328,20967.0
550,111418,10635.0
551,107688,9479.0
552,108333,10057.0
553,108358,11969.0
555,108399,319.0
556,108515,26408.0
558,110763,15139.0
562,114906,11446.0
563,107002,51980.0
564,109403,24405.0
567,107315,8223.0
568,106408,14587.0
569,110363,31504.0
573,107225,23637.0
574,111252,17600.0
575,110366,10897.0
577,109120,21352.0
579,108059,68806.0
580,110892,37345.0
581,112651,32562.0
583,109382,25403.0
585,112572,9066.0
586,99785,771.0
587,99653,251.0
588,103639,812.0
589,103064,280.0
590,99348,581.0
592,96895,268.0
593,102926,274.0
594,29583,408.0
595,101414,10020.0
596,32910,10895.0
597,100405,114.0
599,65214,576.0
600,110395,15477.0
602,109934,124472.0
605,117247,7300.0
606,112625,10824.0
608,116282,275.0
609,116552,25059.0
610,82509,11827.0
611,116514,8766.0
612,117283,23570.0
613,116684,47333.0
615,70506,51242.0
616,65421,10112.0
617,113083,4307.0
618,118001,46029.0
619,116165,32308.0
626,117891,28121.0
627,113613,12520.0
628,117381,1592.0
631,115509,19042.0
632,114671,38884.0
633,112844,47449.0
634,114658,36259.0
635,116275,41852.0
636,113122,40926.0
637,117608,9099.0
638,113448,2021.0
639,116414,61752.0
640,116095,10988.0
645,113947,12652.0
647,115956,10684.0
648,117060,954.0
649,109028,68445.0
650,117071,18989.0
653,116136,8840.0
656,116168,11107.0
661,116683,10539.0
662,116287,10543.0
663,116768,18414.0
665,114787,11902.0
667,112536,25087.0
668,48473,5801.0
670,52572,896.0
671,117128,3065.0
673,117705,2300.0
674,62711,8069.0
678,108181,27768.0
679,114307,221917.0
680,58898,8072.0
685,113443,33245.0
688,114048,27281.0
691,117104,40001.0
692,117688,29621.0
694,117774,20762.0
695,114736,37144.0
697,116289,12656.0
698,109593,38867.0
700,112368,25969.0
703,115742,43634.0
704,117420,9103.0
706,117784,29649.0
707,117107,10990.0
708,117979,8866.0
709,95776,12233.0
710,115851,23449.0
711,116322,36355.0
714,112817,922.0
715,113362,11876.0
718,108500,11687.0
719,117108,9304.0
720,118114,503475.0
722,113270,73183.0
724,115963,9100.0
725,116448,20759.0
726,116827,46063.0
728,112701,32513.0
731,116508,36915.0
733,117500,9802.0
735,109592,21588.0
736,117998,664.0
737,115624,11867.0
741,113568,9323.0
742,117894,10280.0
743,117723,10535.0
745,112691,532.0
747,117768,16299.0
748,115571,10547.0
750,57012,935.0
757,109688,40751.0
759,110480,85778.0
760,108211,11101.0
761,117331,9826.0
762,117765,9879.0
764,113280,22621.0
765,116669,7095.0
766,116594,26890.0
773,70820,77771.0
775,63715,41225.0
778,117951,627.0
779,118523,32872.0
780,116629,602.0
781,117737,14553.0
782,116277,9566.0
783,116583,10545.0
784,115798,9894.0
785,116778,11543.0
786,116213,9268.0
788,117218,9327.0
790,111546,81949.0
791,113610,
795,111237,44535.0
798,116040,11228.0
799,116365,10779.0
800,116905,26748.0
801,116493,38223.0
802,117333,9294.0
803,118113,49963.0
804,117628,11363.0
805,117913,1645.0
806,115530,31546.0
808,115493,36344.0
809,116320,18550.0
810,116756,11511.0
813,116823,34170.0
818,118073,12606.0
823,61495,4837.0
824,110246,12632.0
828,115472,18975.0
829,116707,11962.0
830,116313,2925.0
832,117438,3595.0
833,116531,9308.0
835,116353,18555.0
836,115857,12123.0
837,117008,10830.0
838,116191,3573.0
839,115986,10546.0
840,116571,18862.0
841,53459,31417.0
842,117826,9431.0
848,117718,47907.0
849,116225,10061.0
851,115632,549.0
852,117918,10478.0
858,68646,238.0
861,104558,11134.0
866,115736,9303.0
867,115836,23945.0
869,116745,22479.0
870,119214,9054.0
875,110693,410921.0
876,106544,38955.0
879,120004,11015.0
880,116654,9306.0
881,116311,12559.0
882,117965,58770.0
885,115725,3587.0
886,115783,10723.0
888,113596,19004.0
889,109001,101230.0
891,113253,10987.0
892,117991,44705.0
893,117093,20318.0
896,111019,26933.0
897,35896,27854.0
898,32904,981.0
899,45152,872.0
900,43278,2769.0
901,50419,13320.0
902,54698,164.0
903,52357,426.0
904,47396,567.0
905,25316,3078.0
906,36855,13528.0
907,25164,28288.0
908,53125,213.0
909,53604,284.0
910,53291,239.0
911,56923,4808.0
912,34583,289.0
913,33870,963.0
914,58385,11113.0
915,47437,6620.0
916,46250,804.0
917,31580,26531.0
918,37059,909.0
919,32138,630.0
920,31381,770.0
921,84370,31044.0
922,43014,599.0
923,33467,15.0
924,62622,62.0
926,42192,705.0
927,32143,22490.0
928,32976,223.0
929,32484,25670.0
930,38787,303.0
931,38109,4174.0
932,50105,8356.0
933,48728,381.0
934,42451,20758.0
935,45537,29376.0
936,31725,1859.0
937,50658,18299.0
938,51658,17281.0
940,29843,10907.0
941,32762,32093.0
942,37008,1939.0
943,39420,22292.0
944,29162,3598.0
945,27125,3080.0
946,35446,198.0
947,28010,13562.0
948,49261,1712.0
949,48028,220.0
950,25878,3529.0
951,32599,3085.0
952,48960,2897.0
953,38650,1585.0
954,31679,3083.0
955,29947,900.0
956,34012,43795.0
959,25586,43905.0
961,27893,23114.0
963,41509,40206.0
965,26029,260.0
968,63350,10331.0
969,43265,488.0
970,46414,22733.0
971,51459,261.0
973,33891,32574.0
976,22879,22649.0
979,114007,125587.0
981,118927,52855.0
982,48491,39940.0
984,117357,85328.0
986,116329,11076.0
987,118742,63945.0
988,116442,58985.0
990,117011,10861.0
991,117039,1770.0
993,116635,2033.0
994,115678,18203.0
996,116830,9333.0
998,117603,9400.0
999,115438,9401.0
1003,116259,11306.0
1004,116421,9625.0
1005,116000,10680.0
1006,115862,6346.0
1007,72653,18660.0
1008,47977,35115.0
1009,72951,14821.0
1010,64603,14136.0
1011,71607,10869.0
1012,50798,22660.0
1013,55277,19186.0
1014,54195,31102.0
1015,107131,6878.0
1016,53271,15944.0
1017,54357,18444.0
1018,59793,20723.0
1019,46672,173.0
1020,106611,864.0
1021,109127,24795.0
1022,42332,11224.0
1023,63819,81310.0
1024,38166,15947.0
1025,57546,9078.0
1027,102798,8367.0
1028,58331,433.0
1029,33563,11360.0
1030,76538,11114.0
1031,66817,12335.0
1032,43274,12092.0
1033,82406,10948.0
1034,116361,11229.0
1035,59742,15121.0
1036,95016,562.0
1037,104692,10163.0
1040,117582,47199.0
1041,117589,11159.0
1042,117887,9591.0
1043,117924,30500.0
1046,115640,10938.0
1047,116908,11412.0
1049,116409,10586.0
1050,116913,42314.0
1051,117958,27845.0
1053,117202,23223.0
1054,116404,49471.0
1055,120107,38153.0
1056,116722,25147.0
1057,116242,9716.0
1059,117509,454.0
1060,117802,10218.0
1061,117665,819.0
1064,115491,11238.0
1066,29546,31530.0
1068,39286,28120.0
1073,67992,252.0
1076,55018,16372.0
1077,70707,11561.0
1078,66808,11302.0
1079,95159,623.0
1080,79470,583.0
1081,84865,12614.0
1082,68334,21711.0
1083,59243,11575.0
1084,61418,475.0
1085,52027,11331.0
1086,46912,521.0
1088,92890,88.0
1089,105236,500.0
1090,91763,792.0
1091,98627,8491.0
1092,103772,402.0
1093,101761,10537.0
1094,104036,11386.0
1095,104348,9504.0
1096,84707,15764.0
1097,83866,601.0
1099,29992,25842.0
1100,99371,2119.0
1101,92099,744.0
1103,48545,221.0
1104,44081,702.0
1105,115885,25750.0
1107,102336,
1111,117040,9305.0
1112,117284,37616.0
1114,116378,21612.0
1116,113057,102461.0
1117,116581,36998.0
1119,112907,116844.0
1120,117318,1630.0
1121,116422,26626.0
1123,117320,124837.0
1124,82846,11816.0
1125,72081,11843.0
1126,101775,10379.0
1127,96754,2756.0
1128,80749,790.0
1129,82340,1103.0
1130,82533,11298.0
1131,91288,4480.0
1132,91480,4481.0
1135,81375,10765.0
1136,71853,762.0
1137,116587,44497.0
1140,116212,99479.0
1144,116886,124829.0
1147,118147,10548.0
1148,108598,531.0
1150,84589,4483.0
1151,109781,18919.0
1156,34493,61461.0
1161,78875,659.0
1162,69198,30892.0
1163,110521,86369.0
1167,116059,38554.0
1170,112483,36555.0
1171,103850,10608.0
1172,95765,11216.0
1173,97108,7452.0
1175,101700,892.0
1176,101765,1600.0
1177,101811,26561.0
1178,50825,975.0
1179,99703,18129.0
1180,102014,54405.0
1183,116209,409.0
1184,102426,38251.0
1185,97937,10161.0
1186,98724,1412.0
1187,105107,41768.0
1188,105488,10409.0
1189,96257,14285.0
1190,101026,2469.0
1191,102370,10174.0
1192,100332,31225.0
1193,73486,510.0
1194,78446,11455.0
1196,80684,1891.0
1197,93779,2493.0
1198,82971,85.0
1199,88846,68.0
1200,90605,679.0
1201,60196,429.0
1202,94336,13446.0
1203,50083,389.0
1204,56172,947.0
1206,66921,185.0
1207,56592,595.0
1208,78788,28.0
1209,64116,335.0
1210,86190,1892.0
1211,93191,144.0
1212,41959,1092.0
1213,99685,769.0
1214,78748,348.0
1215,106308,766.0
1216,95250,175.0
1217,89881,11645.0
1218,97202,10835.0
1219,54215,539.0
1220,80455,525.0
1221,71562,240.0
1222,93058,600.0
1223,104361,530.0
1224,97499,10705.0
1225,86879,279.0
1226,45061,3109.0
1227,87843,311.0
1228,81398,1578.0
1230,75686,703.0
1231,86197,9549.0
1232,79944,1398.0
1233,82096,387.0
1234,70735,9277.0
1235,67185,343.0
1236,103130,37291.0
1237,50976,490.0
1238,85859,11235.0
1240,88247,218.0
1241,103873,763.0
1242,97441,9665.0
1243,100519,18971.0
1244,79522,696.0
1245,100150,379.0
1246,97165,207.0
1247,61722,37247.0
1248,52311,1480.0
1249,100263,9322.0
1250,50212,826.0
1251,56801,422.0
1252,71315,829.0
1253,43456,828.0
1254,40897,3090.0
1255,92610,9964.0
1256,23969,3063.0
1257,88794,13667.0
1258,81505,694.0
1259,92005,235.0
1260,22100,832.0
1261,92991,765.0
1262,57115,5925.0
1263,77416,11778.0
1264,82269,4485.0
1265,107048,137.0
1266,105695,33.0
1267,56218,982.0
1268,100436,8428.0
1269,36613,212.0
1270,88763,105.0
1271,101921,1633.0
1272,66206,11202.0
1273,90967,1554.0
1274,94625,149.0
1275,91203,8009.0
1276,61512,903.0
1277,99334,11673.0
1278,72431,3034.0
1279,102536,339.0
1280,101640,10404.0
1281,32553,914.0
1282,32455,756.0
1283,44706,288.0
1284,38355,910.0
1285,97493,2640.0
1286,81534,16633.0
1287,52618,665.0
1288,88258,11031.0
1289,85809,11314.0
1290,94006,15143.0
1291,97576,89.0
1292,78841,10322.0
1293,83987,783.0
1295,96332,10644.0
1296,91867,11257.0
1297,89886,14370.0
1298,84503,12104.0
1299,87553,625.0
1300,89606,8816.0
1301,49223,830.0
1302,97351,2323.0
1303,73341,983.0
1304,64115,642.0
1305,87884,655.0
1306,101458,10341.0
1307,98635,639.0
1310,116589,30180.0
1312,116293,41801.0
1318,112537,18762.0
1320,103644,8077.0
1321,82010,814.0
1322,103678,41671.0
1323,85159,27214.0
1324,115535,52263.0
1325,106262,33519.0
1326,83550,16235.0
1327,78767,11449.0
1328,99030,41848.0
1329,71233,25944.0
1330,90655,24913.0
1331,75704,49126.0
1332,92632,32076.0
1333,56869,571.0
1334,51418,8851.0
1335,82083,37843.0
1336,101492,32146.0
1337,37549,30346.0
1339,103874,6114.0
1340,26138,229.0
1341,74258,13549.0
1342,103919,9529.0
1343,101540,1598.0
1344,55824,11349.0
1345,74285,7340.0
1346,83722,6217.0
1347,87800,377.0
1348,13442,653.0
1349,91651,28198.0
1350,75005,794.0
1351,115710,31640.0
1352,115495,8744.0
1353,117057,25189.0
1354,115751,145.0
1355,119791,2212.0
1356,117731,199.0
1357,117631,7863.0
1358,117666,12498.0
1359,116705,9279.0
1361,117293,17204.0
1363,117372,21539.0
1365,117477,12709.0
1366,115988,20539.0
1367,115433,11674.0
1370,99423,1573.0
1371,79945,152.0
1372,102975,174.0
1373,98382,172.0
1374,84726,154.0
1375,88170,157.0
1376,92007,168.0
1377,103776,364.0
1378,96487,11967.0
1379,100994,9086.0
1380,77631,621.0
1381,84021,9037.0
1382,100114,10173.0
1385,105690,8845.0
1387,73195,578.0
1388,77766,579.0
1389,85750,17692.0
1390,117119,17795.0
1391,116996,75.0
1392,115906,13891.0
1393,116695,9390.0
1394,93822,378.0
1395,94155,10896.0
1396,105435,2322.0
1397,115633,41240.0
1398,116621,26949.0
1399,116999,9819.0
1401,116410,31908.0
1405,115641,3179.0
1406,112769,1802.0
1407,117571,4232.0
1408,104691,9361.0
1409,117038,2928.0
1411,116477,10549.0
1412,117690,58102.0
1413,118163,18451.0
1414,117091,27265.0
1415,118100,49935.0
1416,116250,8818.0
1417,117364,36758.0
1419,67959,36040.0
1422,119731,9415.0
1423,116506,55146.0
1425,119115,12145.0
1426,120550,42424.0
1427,120390,34314.0
1428,112362,2892.0
1429,116704,9404.0
1430,120414,85242.0
1431,118708,9622.0
1432,119664,8860.0
1437,106535,14832.0
1438,118928,9619.0
1439,119644,40506.0
1440,106266,31000.0
1441,106387,4104.0
1442,119937,26306.0
1445,119640,14908.0
1446,116790,784.0
1447,119225,12489.0
1449,118111,16448.0
1453,118691,17894.0
1454,120238,28059.0
1456,119887,17949.0
1457,119141,1968.0
1458,120357,61563.0
1459,118548,66.0
1460,120317,20735.0
1461,120434,11419.0
1464,116922,638.0
1465,120036,25624.0
1466,119008,9366.0
1468,118750,21915.0
1473,118702,19952.0
1474,119432,9446.0
1475,116743,28005.0
1476,119951,9403.0
1477,119572,27322.0
1479,120053,10003.0
1480,120152,9311.0
1483,115964,884.0
1484,116041,49806.0
1485,119528,1624.0
1487,120094,16052.0
1488,118972,4477.0
1489,118829,24662.0
1490,118663,18423.0
1493,116931,76996.0
1495,120389,6499.0
1496,118623,50512.0
1497,119013,9405.0
1498,119381,12723.0
1499,118615,9360.0
1500,119229,9434.0
1502,116783,21626.0
1503,118541,13982.0
1507,119859,77223.0
1513,120032,9611.0
1514,116295,47694.0
1515,120461,10357.0
1516,115886,9977.0
1517,118655,816.0
1518,118771,2163.0
1519,115760,124680.0
1526,119109,12499.0
1527,119116,18.0
1529,119809,1811.0
1533,117398,105045.0
1537,117615,11239.0
1541,118556,2058.0
1542,115744,9450.0
1544,119567,330.0
1545,117359,38523.0
1546,117561,16375.0
1547,120118,33660.0
1549,114303,45671.0
1550,120373,17770.0
1551,118787,15170.0
1552,118880,1701.0
1554,114134,26422.0
1556,120179,1639.0
1562,118688,415.0
1564,120034,65889.0
1565,116502,11103.0
1566,119282,11970.0
1569,119738,8874.0
1571,115856,11956.0
1572,57345,266.0
1573,119094,754.0
1574,119098,37567.0
1580,119654,607.0
1581,119848,18080.0
1582,120512,38225.0
1583,120133,17834.0
1584,118884,686.0
1585,116930,65046.0
1586,119173,4421.0
1587,82198,9387.0
1588,119190,10603.0
1589,118887,2142.0
1590,119081,8413.0
1591,120177,10336.0
1592,118570,20737.0
1593,119896,9413.0
1594,119361,14585.0
1596,118818,49462.0
1597,118883,8834.0
1598,118966,9458.0
1599,120207,8854.0
1600,120112,38295.0
1601,119311,22073.0
1602,119509,37244.0
1603,119675,4961.0
1604,119695,9416.0
1605,119086,26180.0
1606,119484,17832.0
1608,118571,9772.0
1609,118531,6072.0
1610,99810,1669.0
1611,102494,468.0
1612,119465,32519.0
1613,120197,108401.0
1614,119360,10806.0
1615,119051,9433.0
1616,119874,6623.0
1617,119488,2118.0
1619,120102,978.0
1620,119468,9437.0
1621,120169,29461.0
1623,120524,10351.0
1624,120323,66588.0
1625,119174,2649.0
1626,119123,14289.0
1627,120399,10155.0
1629,119632,20457.0
1631,118647,18355.0
1633,120402,55306.0
1635,119349,68924.0
1639,118842,2255.0
1641,119164,9427.0
1642,116631,172545.0
1644,119345,3597.0
1645,118971,1813.0
1647,119906,12628.0
1650,120481,45019.0
1653,119177,782.0
1654,119095,29911.0
1655,119891,9827.0
1660,119080,45153.0
1661,119210,10871.0
1662,118900,14398.0
1663,83131,10890.0
1665,118689,1281.0
1667,119592,9770.0
1670,120490,14905.0
1671,119527,14583.0
1673,118749,4995.0
1674,90329,9281.0
1675,119365,45928.0
1676,120201,563.0
1679,118836,31535.0
1680,120148,10215.0
1681,119707,9823.0
1686,119994,9407.0
1688,118617,9444.0
1690,118583,8078.0
1693,118607,11831.0
1695,123385,39177.0
1696,118698,19601.0
1701,118954,2639.0
1702,119137,9574.0
1703,119142,10371.0
1704,119217,489.0
1707,119303,9714.0
1717,120082,4233.0
1721,120338,597.0
1722,120347,714.0
1729,119396,184.0
1730,119485,9746.0
1731,119718,9438.0
1733,118566,26941.0
1735,119223,9410.0
1746,120820,12538.0
1747,120885,586.0
1748,118929,2666.0
1752,120696,11258.0
1753,120693,9490.0
1754,119099,9411.0
1755,120122,25719.0
1762,118956,9457.0
1767,119734,39424.0
1770,120594,2923.0
1772,118747,11568.0
1779,120184,10153.0
1783,120782,30949.0
1784,119822,2898.0
1785,99939,9558.0
1791,119594,26269.0
1792,120873,11808.0
1794,119574,47452.0
1798,118744,17941.0
1805,120890,617.0
1806,125454,36568.0
1810,119942,9440.0
1812,120510,32911.0
1824,119305,17133.0
1825,119905,19848.0
1826,120598,17644.0
1829,118851,30265.0
1831,120738,2157.0
1833,120749,8838.0
1835,120632,795.0
1839,120765,47881.0
1840,124718,9469.0
1845,120906,16148.0
1855,120725,31220.0
1856,138563,13907.0
1862,120841,10216.0
1863,120742,9771.0
1867,120856,38618.0
1870,118925,78373.0
1875,118866,55561.0
1876,120647,8656.0
1881,120800,18937.0
1882,120685,929.0
1883,118798,9452.0
1884,120669,1878.0
1887,119053,14342.0
1888,119313,9715.0
1889,119375,26610.0
1894,120828,6068.0
1895,127723,15037.0
1897,139362,37636.0
1904,122529,37410.0
1906,119717,53765.0
1907,120762,10674.0
1910,126344,12655.0
1911,118998,3050.0
1912,120780,1389.0
1913,73540,11020.0
1914,120321,20862.0
1917,120591,95.0
1918,122151,944.0
1919,123987,35680.0
1920,122718,11551.0
1921,138704,473.0
1923,129387,544.0
1927,20629,143.0
1928,21746,42861.0
1929,22958,33680.0
1931,26752,12311.0
1934,30993,34106.0
1936,35093,27367.0
1937,36872,17661.0
1940,39416,33667.0
1941,40416,23383.0
1944,45793,11426.0
1945,47296,654.0
1947,55614,1725.0
1948,57590,5769.0
1950,61811,10633.0
1951,63385,17917.0
1952,64665,3116.0
1954,75148,1366.0
1955,79417,12102.0
1956,81283,16619.0
1957,82158,9443.0
1958,86425,11050.0
